,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,,-additional
2,49,CIN,Kris Jenkins,DL,22,2025,0,0,0,6,6,29,0,0,0,0,0,0,0,0,0,0,0,28,,4.5,Michigan,College Stats,JenkKr01
2,50,WAS,Mike Sainristil,DB,23,2025,0,0,2,10,10,34,0,0,0,0,0,0,0,0,0,0,0,113,6,,Michigan,College Stats,SainMi00
2,51,PIT,Zach Frazier,OL,23,2025,0,0,2,13,13,32,0,0,0,0,0,0,0,0,0,-2,0,,,,West Virginia,College Stats,FrazZa00
2,52,IND,Adonai Mitchell,WR,21,2025,0,0,1,8,5,33,1,1,24,0,0,5,2,0,56,765,2,,,,Texas,College Stats,MitcAd00
2,53,WAS,Ben Sinnott,TE,22,2025,0,0,0,1,1,33,0,0,0,0,0,0,0,0,16,142,2,2,,,Kansas St.,College Stats,SinnBe00
2,54,CLE,Michael Hall,DT,21,2025,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,12,,2.5,Ohio St.,College Stats,HallMi00
2,55,MIA,Patrick Paul,OL,22,2025,0,0,1,10,10,34,0,0,0,0,0,0,0,0,0,0,0,,,,Houston,College Stats,PaulPa01
2,56,DAL,Marshawn Kneeland,DL,23,2025,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,15,,1.0,Western Michigan,College Stats,KneeMa00
2,57,TAM,Chris Braswell,LB,22,2025,0,0,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,32,,2.5,Alabama,College Stats,BrasCh01
2,58,GNB,Javon Bullard,DB,22,2025,0,0,1,7,7,32,0,0,0,0,0,0,0,0,0,0,0,110,,,Georgia,College Stats,BullJa00
2,59,HOU,Blake Fisher,OL,21,2025,0,0,1,8,8,31,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats,FishBl00
2,60,BUF,Cole Bishop,SAF,21,2025,0,0,1,9,9,33,0,0,0,0,0,0,0,0,0,0,0,78,3,2.0,Utah,College Stats,BishCo00
2,61,DET,Ennis Rakestraw,DB,22,2024,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,,,Missouri,College Stats,RakeEn00
2,62,BAL,Roger Rosengarten,OL,22,2025,0,0,2,17,17,34,0,0,0,0,0,0,0,0,0,0,0,,,,Washington,College Stats,RoseRo01
2,63,KAN,Kingsley Suamataia,OL,21,2025,0,0,1,10,10,32,0,0,0,0,0,0,0,0,0,0,0,,,,BYU,College Stats,SuamKi00
2,64,SFO,Renardo Green,DB,23,2025,0,0,1,8,8,31,0,0,0,0,0,0,0,0,0,0,0,77,1,,Florida St.,College Stats,GreeRe00
3,65,NYJ,Malachi Corley,WR,22,2025,0,0,0,1,0,22,0,0,0,0,0,15,153,0,14,95,0,,,,Western Kentucky,College Stats,CorlMa00
3,66,ARI,Trey Benson,RB,22,2025,0,0,0,3,3,17,0,0,0,0,0,92,451,1,19,123,0,,,,Florida St.,College Stats,BensTr01
3,67,WAS,Brandon Coleman,OL,23,2025,0,0,1,11,11,28,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,College Stats,ColeBr02
3,68,NWE,Caedan Wallace,OL,24,2025,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.,College Stats,WallCa00
3,69,LAC,Junior Colson,LB,21,2024,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,15,,,Michigan,College Stats,ColsJu00
3,70,NYG,Andru Phillips,DB,22,2025,0,0,0,6,6,31,0,0,0,0,0,0,0,0,0,0,0,95,3,1.0,Kentucky,College Stats,PhilAn02
3,71,ARI,Isaiah Adams,OL,24,2025,0,0,1,8,8,32,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois,College Stats,AdamIs01
3,72,CAR,Trevin Wallace,LB,21,2025,0,0,2,8,8,25,0,0,0,0,0,0,0,0,0,0,0,72,,3.0,Kentucky,College Stats,WallTr00
3,73,DAL,Cooper Beebe,OL,23,2025,0,0,2,10,10,27,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas St.,College Stats,BeebCo00
3,74,ATL,Bralen Trice,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Washington,College Stats,TricBr00
3,75,CHI,Kiran Amegadjie,OL,22,2024,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,,,,Yale,,AmegKi00
3,76,DEN,Jonah Elliss,DE,21,2025,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,40,,7.5,Utah,College Stats,ElliJo03
3,77,LVR,Delmar Glaze,OL,22,2025,0,0,2,11,11,34,0,0,0,0,0,0,0,0,0,0,0,,,,Maryland,College Stats,GlazDe00
3,78,HOU,Calen Bullock,SAF,21,2025,0,1,2,14,14,34,0,0,0,0,0,0,0,0,0,0,0,81,9,,USC,College Stats,BullCa00
3,79,IND,Matt Goncalves,OL,23,2025,0,0,1,12,12,33,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,College Stats,GoncMa00
3,80,CIN,Jermaine Burton,WR,23,2024,0,0,0,1,1,14,0,0,0,0,0,0,0,0,4,107,0,,,,Alabama,College Stats,BurtJe01
3,81,SEA,Christian Haynes,OL,24,2025,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,,,,Connecticut,College Stats,HaynCh00
3,82,ARI,Tip Reiman,TE,22,2025,0,0,1,0,0,21,0,0,0,0,0,0,0,0,9,55,0,,,,Illinois,College Stats,ReimTi00
3,83,LAR,Blake Corum,RB,23,2025,0,0,0,8,8,34,0,0,0,0,0,203,953,6,15,94,0,3,,,Michigan,College Stats,CoruBl00
3,84,PIT,Roman Wilson,WR,23,2025,0,0,0,2,2,14,0,0,0,0,0,0,0,0,12,166,2,1,,,Michigan,College Stats,WilsRo02
3,85,CLE,Zak Zinter,OL,23,2025,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats,ZintZa00
3,86,SFO,Dominick Puni,OL,24,2025,0,0,2,15,15,34,0,0,0,0,0,0,0,0,0,-3,0,,,,Kansas,College Stats,PuniDo00
3,87,DAL,Marist Liufau,LB,23,2025,0,0,0,6,6,34,0,0,0,0,0,0,0,0,0,0,0,47,,2.5,Notre Dame,College Stats,LiufMa00
3,88,GNB,MarShawn Lloyd,RB,23,2024,0,0,0,0,0,1,0,0,0,0,0,6,15,0,1,3,0,,,,USC,College Stats,LloyMa00
3,89,TAM,Tykee Smith,DB,23,2025,0,0,1,9,9,29,0,0,0,0,0,0,0,0,0,0,0,99,3,2.0,Georgia,College Stats,SmitTy05
3,90,ARI,Elijah Jones,DB,24,2025,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.,College Stats,JoneEl00
3,91,GNB,Ty'Ron Hopper,LB,23,2025,0,0,0,3,3,34,0,0,0,0,0,0,0,0,0,0,0,15,,,Missouri,College Stats,HoppTy00
3,92,TAM,Jalen McMillan,WR,22,2025,0,0,0,7,7,17,0,0,0,0,0,5,44,0,49,639,8,,,,Washington,College Stats,McMiJa01
3,93,BAL,Adisa Isaac,DE,22,2024,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,,,Penn St.,College Stats,IsaaAd00
3,94,PHI,Jalyx Hunt,DE,23,2025,0,0,1,9,9,33,0,0,0,0,0,0,0,0,0,0,0,40,3,8.0,Houston Christian,,HuntJa02
3,95,BUF,DeWayne Carter,DT,23,2024,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,11,,,Duke,College Stats,CartDe03
3,96,JAX,Jarrian Jones,DB,23,2025,0,0,0,5,5,34,0,0,0,0,0,0,0,0,0,0,0,65,4,2.0,Florida St.,College Stats,JoneJa14
3,97,CIN,McKinnley Jackson,DL,22,2025,0,0,0,2,2,22,0,0,0,0,0,0,0,0,0,0,0,6,,1.0,Texas A&M,College Stats,JackMc00
3,98,PIT,Payton Wilson,LB,24,2025,0,0,0,7,7,34,0,0,0,0,0,0,0,0,0,0,0,123,2,2.0,North Carolina St.,College Stats,WilsPa00
3,99,LAR,Kamren Kinchens,SAF,21,2025,0,0,0,8,8,34,0,0,0,0,0,0,0,0,0,0,0,92,6,,Miami (FL),College Stats,KincKa00
3,100,WAS,Luke McCaffrey,WR,23,2025,0,0,0,4,4,26,0,0,0,0,0,0,0,0,29,371,3,2,,,Rice,College Stats,McCaLu00
4,101,CAR,Ja'Tavion Sanders,TE,21,2025,0,0,0,5,5,29,0,0,0,0,0,0,0,0,62,532,2,3,,,Texas,College Stats,SandJa01
4,102,DEN,Troy Franklin,WR,21,2025,0,0,0,8,8,33,0,0,0,0,0,7,20,0,93,972,8,,,,Oregon,College Stats,FranTr00
4,103,NWE,Layden Robinson,OL,23,2024,0,0,1,4,4,13,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M,College Stats,RobiLa02
4,104,ARI,Dadrion Taylor-Demerson,DB,23,2025,0,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,55,2,,Texas Tech,College Stats,TaylDa02
4,105,LAC,Justin Eboigbe,DL,23,2025,0,0,0,2,2,22,0,0,0,0,0,0,0,0,0,0,0,28,,6.0,Alabama,College Stats,EboiJu00
4,106,TEN,Cedric Gray,LB,21,2025,0,0,1,6,6,23,0,0,0,0,0,0,0,0,0,0,0,110,,1.0,North Carolina,College Stats,GrayCe00
4,107,NYG,Theo Johnson,TE,23,2025,0,0,2,7,7,27,0,0,0,0,0,0,0,0,74,859,6,,,,Penn St.,College Stats,JohnTh00
4,108,MIN,Khyree Jackson,DB,25,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,College Stats,JackKh00
4,109,ATL,Brandon Dorlus,DE,23,2025,0,0,1,5,5,17,0,0,0,0,0,0,0,0,0,0,0,16,,8.5,Oregon,College Stats,DorlBr00
4,110,NWE,Javon Baker,WR,22,2024,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,12,0,,,,Central Florida,College Stats,BakeJa00
4,111,GNB,Evan Williams,DB,23,2025,0,0,1,8,8,29,0,0,0,0,0,0,0,0,0,0,0,79,4,,Oregon,College Stats,WillEv00
4,112,LVR,Decamerion Richardson,CB,23,2025,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,36,,,Mississippi St.,College Stats,RichDe01
4,113,BAL,Devontez Walker,WR,23,2025,0,0,0,1,1,21,0,0,0,0,0,0,0,0,7,157,4,3,,1.0,North Carolina,College Stats,WalkDe01
4,114,JAX,Javon Foster,OL,24,2024,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri,College Stats,FostJa01
4,115,CIN,Erick All,TE,23,2024,0,0,1,1,1,9,0,0,0,0,0,0,0,0,20,158,0,,,,Iowa,College Stats,AllxEr00
4,116,JAX,Jordan Jefferson,DT,22,2025,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,5,,1.0,LSU,College Stats,JeffJo01
4,117,IND,Tanor Bortolini,OL,22,2025,0,0,1,10,10,28,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats,BortTa00
4,118,SEA,Tyrice Knight,LB,23,2025,0,0,0,9,9,32,0,0,0,0,0,0,0,0,0,0,0,78,,3.5,Texas-El Paso,College Stats,KnigTy00
4,119,PIT,Mason McCormick,OL,24,2025,0,0,2,13,13,34,0,0,0,0,0,0,0,0,0,0,0,,,,South Dakota St.,,McCoMa00
4,120,MIA,Jaylen Wright,RB,21,2025,0,0,0,4,4,25,0,0,0,0,0,138,537,2,8,52,0,,,,Tennessee,College Stats,WrigJa04
4,121,SEA,AJ Barner,TE,22,2025,0,0,1,7,7,34,0,0,0,0,0,10,14,1,82,764,10,3,,,Michigan,College Stats,BarnAJ00
4,122,CHI,Tory Taylor,P,26,2025,0,0,1,6,6,34,0,0,0,0,0,0,0,0,0,0,0,1,,,Iowa,College Stats,TaylTo01
4,123,HOU,Cade Stover,TE,24,2025,0,0,1,2,2,24,0,0,0,0,0,4,3,0,27,209,1,7,,,Ohio St.,College Stats,StovCa00
4,124,SFO,Malik Mustapha,DB,22,2025,0,0,2,8,8,28,0,0,0,0,0,0,0,0,0,0,0,76,2,,Wake Forest,College Stats,MustMa00
4,125,TAM,Bucky Irving,RB,22,2025,0,0,1,18,18,27,0,0,0,0,0,380,1710,9,77,669,3,,,,Oregon,College Stats,IrviBu00
4,126,DET,Giovanni Manu,OL,23,2025,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,British Columbia,,ManuGi00
4,127,PHI,Will Shipley,RB,22,2025,0,0,0,2,2,31,0,0,0,0,0,44,131,0,13,91,0,11,,,Clemson,College Stats,ShipWi00
4,128,BUF,Ray Davis,RB,24,2025,1,0,0,10,10,34,0,0,0,0,0,171,717,3,27,275,5,,,,Kentucky,College Stats,DaviRa04
4,129,SFO,Isaac Guerendo,RB,24,2025,0,0,0,4,4,30,0,0,0,0,0,84,420,4,15,152,0,2,,,Louisville,College Stats,GuerIs00
4,130,BAL,T.J. Tampa,DB,22,2025,0,0,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,22,1,,Iowa St.,College Stats,TampTJ00
4,131,KAN,Jared Wiley,TE,23,2025,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,11,0,1,,,TCU,College Stats,WileJa00
4,132,DET,Sione Vaki,SAF,23,2025,0,0,0,1,1,27,0,0,0,0,0,7,18,0,3,37,0,14,,,Utah,College Stats,VakiSi00
4,133,KAN,Jaden Hicks,DB,22,2025,0,0,0,4,4,34,0,0,0,0,0,1,1,0,0,0,0,52,3,0.5,Washington St.,College Stats,HickJa01
4,134,NYJ,Braelon Allen,RB,20,2025,0,0,0,4,4,21,0,0,0,0,0,110,410,3,21,165,1,1,,,Wisconsin,College Stats,AlleBr05
4,135,SFO,Jacob Cowing,WR,23,2024,0,0,0,1,1,15,0,0,0,0,0,1,7,0,4,80,0,,,,Arizona,College Stats,CowiJa00
5,136,SEA,Nehemiah Pritchett,CB,23,2025,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,19,,,Auburn,College Stats,PritNe00
5,137,LAC,Tarheeb Still,DB,22,2025,0,0,1,10,10,29,0,0,0,0,0,0,0,0,0,0,0,82,4,0.5,Maryland,College Stats,StilTa00
5,138,ARI,Xavier Thomas,DE,24,2025,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,6,,2.5,Clemson,College Stats,ThomXa01
5,139,WAS,Jordan Magee,LB,23,2025,0,0,0,4,4,25,0,0,0,0,0,0,0,0,0,0,0,38,,,Temple,College Stats,MageJo00
5,140,LAC,Cam Hart,CB,23,2025,0,0,1,6,6,30,0,0,0,0,0,0,0,0,0,0,0,65,1,0.5,Notre Dame,College Stats,HartCa00
5,141,BUF,Sedrick Van Pran-Granger,OL,22,2025,0,0,0,4,4,31,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats,VanPSe00
5,142,IND,Anthony Gould,WR,23,2025,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,29,0,,,,Oregon St.,College Stats,GoulAn00
5,143,ATL,JD Bertrand,LB,24,2025,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,29,,1.0,Notre Dame,College Stats,BertJD00
5,144,CHI,Austin Booker,DL,21,2025,0,0,1,5,5,27,0,0,0,0,0,0,0,0,0,0,0,33,,6.0,Kansas,College Stats,BookAu00
5,145,DEN,Kris Abrams-Draine,DB,22,2025,0,0,0,2,2,22,0,0,0,0,0,0,0,0,0,0,0,26,1,,Missouri,College Stats,AbraKr00
5,146,TEN,Jarvis Brownlee,DB,23,2025,0,0,1,7,6,26,0,0,0,0,0,0,0,0,0,0,0,81,1,,Louisville,College Stats,BrowJa09
5,147,DEN,Audric Estime,RB,21,2025,0,0,0,4,2,20,0,0,0,0,0,122,508,3,17,130,0,,,,Notre Dame,College Stats,EstiAu00
5,148,LVR,Tommy Eichenberg,LB,23,2025,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,29,,,Ohio St.,College Stats,EichTo00
5,149,CIN,Josh Newton,CB,23,2025,0,0,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,39,1,,TCU,College Stats,NewtJo00
5,150,NOR,Spencer Rattler,QB,23,2025,0,0,0,6,6,16,304,485,2903,12,10,49,313,0,1,0,0,,,,South Carolina,College Stats,RattSp00
5,151,IND,Jaylon Carlies,DB,22,2025,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,24,,1.0,Missouri,College Stats,CarlJa01
5,152,PHI,Ainias Smith,WR,23,2024,0,0,0,1,1,7,0,0,0,0,0,2,6,0,7,41,1,,,,Texas A&M,College Stats,SmitAi00
5,153,JAX,Deantre Prince,CB,23,2024,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,6,,,Mississippi,College Stats,PrinDe01
5,154,LAR,Brennan Jackson,DE,23,2025,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,4,,,Washington St.,College Stats,JackBr02
5,155,PHI,Jeremiah Trotter Jr.,LB,21,2025,0,0,0,4,4,34,0,0,0,0,0,0,0,0,0,0,0,24,,0.5,Clemson,College Stats,TrotJe01
5,156,CLE,Jamari Thrash,WR,23,2025,0,0,0,1,1,18,0,0,0,0,0,0,0,0,13,129,0,,,,Louisville,College Stats,ThraJa01
5,157,CAR,Chau Smith-Wade,DB,21,2025,0,0,0,5,5,30,0,0,0,0,0,0,0,0,0,0,0,67,2,,Washington St.,College Stats,SmitCh05
5,158,MIA,Mohamed Kamara,DL,25,2025,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado St.,College Stats,KamaMo00
5,159,KAN,Hunter Nourzad,OL,23,2025,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.,College Stats,NourHu00
5,160,BUF,Edefuan Ulofoshio,LB,24,2025,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,,,Washington,College Stats,UlofEd00
5,161,WAS,Dominique Hampton,CB,24,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Washington,College Stats,HampDo00
5,162,ARI,Christian Jones,OL,24,2025,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats,JoneCh12
5,163,GNB,Jacob Monk,OL,23,2025,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,Duke,College Stats,MonkJa00
5,164,IND,Jaylin Simpson,SAF,24,2025,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,5,,,Auburn,College Stats,SimpJa00
5,165,BAL,Rasheen Ali,RB,23,2025,0,0,0,1,1,21,0,0,0,0,0,17,55,0,9,68,1,7,,,Marshall,College Stats,AlixRa00
5,166,NYG,Tyrone Tracy Jr.,RB,24,2025,0,0,2,14,14,32,0,0,0,0,0,368,1579,7,74,572,3,,,,Purdue,College Stats,TracTy00
5,167,JAX,Keilan Robinson,RB,24,2024,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats,RobiKe03
5,168,BUF,Javon Solomon,DE,23,2025,0,0,0,4,4,31,0,0,0,0,0,0,0,0,0,0,0,20,,3.0,Troy,College Stats,SoloJa00
5,169,GNB,Kitan Oladapo,DB,23,2025,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,9,,,Oregon St.,College Stats,OladKi00
5,170,NOR,Bub Means,WR,23,2024,0,0,0,1,1,7,0,0,0,0,0,0,0,0,9,118,1,,,,Pittsburgh,College Stats,MeanBu00
